Case_ID	CORT	RAD54L	MSH4	HFM1	SYCP1	NUCKS1	BARD1	FANCD2	TOP2B	MLH1	TOPBP1	RNF212	MND1	TRIP13	PRDM9	ANKRD31	RAD50	UBE2B	MSH5	UBR2	KLHDC3	NBN	RAD54B	RAD21	RMI1	MUS81	ATM	RAD51AP1	CCNB1IP1	RNF212B	REC8	FANCM	RAD51B	MLH3	RAD51	EME2	MEIOB	MEIOB	SLX4	ERCC4	PRDM7	RAD51D	TOP2A	PSMC3IP	CNTD1	BRCA1	EME1	RAD51C	BRIP1	TEX19	RBBP8	SPO11	HSF2BP	DMC1	HDAC10	SYCE3
TCGA-MB-A8JK	2.0	2.0	2.0	2.0	2.0	0.0	1.0	4.0	1.0	1.0	0.0	1.0	2.0	0.0	0.0	1.0	1.0	1.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	0.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	1.0	3.0	2.0	0.0	1.0	1.0	1.0
TCGA-DX-A3U5	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
TCGA-KD-A5QS	0.0	1.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	1.0	2.0	1.0	0.0	2.0	2.0	2.0	0.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	1.0	1.0	2.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	3.0	3.0	2.0	2.0	2.0	0.0	1.0	1.0
TCGA-HS-A5NA	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
TCGA-UE-A6QU	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	1.0	0.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	0.0	3.0	1.0	1.0	1.0	1.0
TCGA-3B-A9I0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-DX-A6YT	0.0	0.0	0.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	5.0	2.0	2.0	0.0	2.0	2.0	2.0	3.0	3.0	4.0	3.0	2.0	2.0	2.0	2.0	0.0	0.0	4.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0
TCGA-JV-A5VF	3.0	2.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	2.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0
TCGA-DX-AB2J	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	5.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
TCGA-SI-AA8B	3.0	4.0	5.0	5.0	5.0	0.0	0.0	1.0	1.0	1.0	1.0	3.0	3.0	1.0	6.0	0.0	0.0	0.0	3.0	3.0	3.0	0.0	0.0	3.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	5.0	2.0	2.0	2.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	4.0	3.0	1.0	1.0	0.0	0.0	0.0
TCGA-DX-A48N	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	5.0	4.0	12.0	12.0	2.0	4.0	1.0	1.0	2.0	2.0	1.0	0.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	3.0	4.0	3.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
TCGA-DX-A3LU	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	12.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-DX-AATS	1.0	2.0	2.0	2.0	2.0	0.0	6.0	2.0	4.0	4.0	1.0	3.0	1.0	7.0	7.0	1.0	1.0	1.0	2.0	3.0	3.0	0.0	1.0	1.0	3.0	1.0	1.0	1.0	3.0	2.0	2.0	2.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	7.0	2.0	1.0	1.0	1.0	1.0
TCGA-HB-A3YV	2.0	5.0	6.0	2.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0	7.0	3.0	1.0	2.0	2.0	2.0	2.0	2.0	14.0	14.0	2.0	1.0	0.0	1.0	2.0	0.0	7.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	3.0	3.0	3.0	3.0	1.0	1.0	2.0	1.0	1.0	3.0	3.0	2.0	1.0	1.0
TCGA-PC-A5DM	2.0	1.0	1.0	1.0	2.0	1.0	0.0	2.0	2.0	2.0	0.0	1.0	0.0	5.0	3.0	0.0	0.0	0.0	2.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	5.0	5.0	2.0	2.0	2.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	2.0	1.0	2.0	2.0	2.0	2.0
TCGA-QQ-A5V9	1.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	7.0	7.0	2.0	1.0	1.0	3.0	3.0	3.0	2.0	2.0	3.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	3.0	3.0	3.0	2.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	2.0	6.0	5.0	3.0	3.0	3.0
TCGA-DX-AB3A	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	8.0	9.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0
TCGA-DX-A6YS	2.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	2.0	3.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	3.0	2.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	0.0	3.0	1.0	2.0	0.0	0.0
TCGA-MB-A8JL	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-DX-A23V	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
TCGA-PC-A5DK	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
TCGA-QQ-A8VB	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	3.0	2.0	2.0	2.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-RN-AAAQ	1.0	1.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	1.0	2.0	2.0	5.0	1.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	1.0	0.0	5.0	2.0	3.0	5.0	1.0	0.0	0.0	2.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	2.0	2.0	2.0	2.0	2.0	4.0	4.0	3.0	0.0	1.0	0.0	1.0	1.0	1.0
TCGA-X6-A8C5	0.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
TCGA-IS-A3K6	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-3B-A9HS	2.0	1.0	2.0	4.0	1.0	2.0	0.0	1.0	1.0	1.0	1.0	2.0	4.0	2.0	3.0	3.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	2.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	4.0	1.0	1.0	1.0	1.0
TCGA-DX-A3UB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-SI-A71Q	0.0	0.0	0.0	0.0	0.0	2.0	2.0	4.0	2.0	2.0	0.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	0.0	1.0	0.0	3.0	3.0	3.0	0.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	0.0	2.0	2.0	1.0	1.0	1.0
TCGA-DX-A6YZ	1.0	1.0	1.0	1.0	3.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	4.0	4.0	4.0	3.0	1.0	5.0	2.0	2.0	1.0	1.0
TCGA-QQ-A8VF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	2.0	2.0	2.0
TCGA-DX-A48K	2.0	2.0	3.0	3.0	3.0	2.0	1.0	2.0	2.0	2.0	2.0	4.0	4.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	2.0	3.0	3.0	3.0	2.0	0.0	2.0	2.0	3.0	3.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	2.0	1.0	3.0	2.0	3.0	3.0	3.0	4.0	3.0	3.0	1.0	0.0	2.0	3.0	2.0	1.0	1.0
TCGA-3B-A9HI	1.0	1.0	1.0	1.0	1.0	0.0	0.0	2.0	2.0	2.0	1.0	0.0	1.0	4.0	5.0	2.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0	6.0	2.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	0.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	0.0	2.0	3.0	2.0	1.0	1.0	1.0
TCGA-DX-AB2T	4.0	3.0	3.0	3.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	3.0	3.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	2.0	2.0	2.0	1.0	4.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	1.0	2.0	1.0	2.0	0.0	0.0	1.0
TCGA-X9-A971	1.0	0.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	0.0	0.0	0.0	3.0	1.0	1.0	2.0	4.0	4.0	4.0	6.0	3.0	8.0	1.0	2.0	2.0	2.0	3.0	3.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	0.0	2.0	3.0	3.0	3.0
TCGA-DX-A8BT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
TCGA-DX-A8BM	2.0	0.0	1.0	1.0	1.0	0.0	5.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	4.0	2.0	1.0	1.0	0.0	1.0	1.0	2.0	2.0	2.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	3.0	1.0	2.0	2.0	0.0	1.0	0.0	0.0
TCGA-DX-A2IZ	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0
TCGA-DX-AB2P	4.0	4.0	5.0	5.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	5.0	6.0	2.0	7.0	2.0	3.0	3.0	2.0	2.0	2.0	4.0	4.0	4.0	4.0	1.0	2.0	3.0	3.0	4.0	4.0	1.0	1.0	1.0	3.0	2.0	2.0	2.0	2.0	3.0	0.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	4.0	1.0	4.0	2.0	2.0	1.0	1.0
TCGA-DX-A8BN	2.0	2.0	2.0	2.0	2.0	2.0	1.0	3.0	3.0	3.0	2.0	2.0	0.0	7.0	7.0	2.0	2.0	2.0	6.0	6.0	6.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	2.0	2.0	0.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	2.0	2.0	0.0	0.0	0.0
TCGA-DX-A1KY	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	1.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	3.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0
TCGA-3B-A9HP	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-DX-AB30	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	8.0	8.0	8.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	3.0	2.0	2.0	2.0	2.0
TCGA-DX-A3M2	2.0	1.0	1.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	11.0	2.0	2.0	2.0	2.0	5.0	5.0	0.0	3.0	0.0	4.0	2.0	0.0	4.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0
TCGA-K1-A6RU	2.0	3.0	3.0	3.0	2.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	4.0	1.0	0.0	1.0	2.0	2.0	2.0	3.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	3.0	1.0	2.0	1.0	1.0
TCGA-FX-A3TO	4.0	4.0	3.0	2.0	2.0	1.0	0.0	3.0	5.0	3.0	1.0	1.0	1.0	7.0	9.0	3.0	4.0	4.0	2.0	3.0	3.0	2.0	2.0	2.0	7.0	2.0	2.0	3.0	5.0	3.0	3.0	3.0	2.0	2.0	6.0	1.0	1.0	1.0	1.0	1.0	0.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	3.0	3.0	7.0	5.0	1.0	2.0	0.0	0.0
TCGA-DX-AB2Q	5.0	2.0	2.0	2.0	2.0	1.0	1.0	3.0	2.0	2.0	2.0	6.0	3.0	2.0	7.0	2.0	2.0	2.0	2.0	3.0	3.0	7.0	6.0	3.0	2.0	5.0	0.0	5.0	5.0	4.0	4.0	4.0	4.0	4.0	3.0	1.0	1.0	1.0	2.0	3.0	0.0	2.0	3.0	3.0	3.0	3.0	3.0	7.0	13.0	3.0	0.0	3.0	0.0	8.0	7.0	7.0
TCGA-VT-A80G	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	0.0	1.0	2.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	2.0	2.0	2.0
TCGA-DX-A3UC	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	4.0	2.0	2.0	2.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
TCGA-KF-A41W	2.0	2.0	3.0	3.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0
TCGA-3B-A9I3	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	1.0	0.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0
TCGA-DX-A8BV	2.0	2.0	1.0	1.0	1.0	0.0	1.0	2.0	2.0	2.0	2.0	0.0	1.0	9.0	10.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	0.0	2.0	2.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	4.0	3.0	1.0	0.0	3.0	2.0	1.0	1.0
TCGA-QC-A7B5	2.0	2.0	2.0	2.0	1.0	3.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	2.0	2.0	2.0	1.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0
TCGA-DX-A3LT	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	0.0	1.0	0.0	0.0	14.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
TCGA-IE-A4EI	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0
TCGA-QC-AA9N	2.0	2.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	4.0	2.0	4.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	0.0	0.0	0.0
TCGA-X6-A7W8	1.0	1.0	1.0	1.0	1.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	1.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	1.0	1.0	0.0	0.0	2.0	1.0	1.0	1.0	1.0	1.0	0.0	3.0	3.0	3.0	3.0	3.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	0.0	5.0	0.0	0.0	1.0	1.0
TCGA-WK-A8XX	1.0	2.0	2.0	2.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	3.0	2.0	3.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	1.0	1.0	0.0	2.0	3.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0	2.0	2.0	2.0
